"","W_st","R_eq_sen","R0_sen","R_eq_res","R0_res","No_trt_cat","Incidence","Vector_no","Prob_onward_tran","Risk","prevalence","vector_birth","vector_mortality","fit.adj"
"R0s741",150,0.131907711939833,0.131907711939303,0.153891700161284,0.153891700160663,1.47073222775537e-16,1.49752524578449e-16,3000,0.14263513153934,2.09778084765034e-17,6.25193434842331e-20,0.15,0.15,0.9
"R0s742",150,0.131478227697068,0.131478227697358,0.153891700160345,0.153891700160663,1.30051128334294e-16,1.32132899272962e-16,3000,0.142635131538535,1.8549859796697e-17,4.86066809493315e-20,0.15,0.15,0.9
"R0s743",150,0.131048743455321,0.131048743455413,0.153891700160559,0.153891700160663,1.13421569098914e-16,1.14992155943123e-16,3000,0.142635131538718,1.61779004277515e-17,3.66936086882177e-20,0.15,0.15,0.9
"R0s744",150,0.13061925920996,0.130619259213468,0.153891700156518,0.153891700160663,9.71754783263005e-17,9.83159133199879e-17,3000,0.142635131535254,1.38606371330731e-17,2.66599767567176e-20,0.15,0.15,0.9
"R0s745",150,0.130189774971253,0.130189774971523,0.153891700160352,0.153891700160663,8.13155995231482e-17,8.2102019466978e-17,3000,0.142635131538541,1.15984612341196e-17,1.83950066844613e-20,0.15,0.15,0.9
"R0s746",150,0.129760290729609,0.129760290729578,0.153891700160707,0.153891700160663,6.57962368994118e-17,6.62997054077223e-17,3000,0.142635131538845,9.38485490490863e-18,1.17833695035243e-20,0.15,0.15,0.9
"R0s747",150,0.129330806484154,0.129330806487633,0.153891700156528,0.153891700160663,5.06480453924015e-17,5.09355516388905e-17,3000,0.142635131535263,7.22419061654914e-18,6.73274076417233e-21,0.15,0.15,0.9
"R0s748",150,0.128901322243663,0.128901322245688,0.153891700158278,0.153891700160663,3.58291285158288e-17,3.59632604044443e-17,3000,0.142635131536763,5.11049245870282e-18,3.14282245458868e-21,0.15,0.15,0.9
"R0s749",150,0.12847183800624,0.128471838003743,0.153891700163685,0.153891700160663,2.13335396434524e-17,2.13730472315525e-17,3000,0.142635131541398,3.04291223328747e-18,9.26205610139075e-22,0.15,0.15,0.9
"R0s750",200,0.999999999999995,7.53450212047216,0.899999999999996,6.78105190842494,0,100.796276050465,3000,0.593430340259399,0,0.433235633374341,0.03,0.03,0.9
"R0s751",200,0.999999999999989,7.23150816516558,0.940470912348567,6.78105190842494,21.5154947679749,107.577473839874,3000,0.609556072807131,13.1149004952692,0.369905689710166,0.03,0.03,0.9
"R0s752",200,0.999999999999992,6.92851420985901,0.990273124796449,6.78105190842494,46.0737592621628,115.184398155407,3000,0.628524781928035,28.9584994928557,0.29704660317837,0.03,0.03,0.9
"R0s753",200,0.999999999999985,6.62552025455244,1.05287064357299,6.78105190842494,74.2205524502501,123.700920750416,3000,0.651065356970415,48.3224304755635,0.212673121865988,0.03,0.03,0.9
"R0s754",200,0.999999999999992,6.32252629924586,1.13353598530031,6.78105190842494,106.525206019039,133.156507523798,3000,0.678106967328721,72.2354843976376,0.114464831708873,0.03,0.03,0.9
"R0s755",200,0.999999999999992,6.17102932159258,1.18306256468285,6.78105190842494,124.388185721015,138.209095245573,3000,0.693660882851346,86.2832187235168,0.0594040844195789,0.03,0.03,0.9
"R0s756",200,0.999999999999942,6.15587962382725,1.18842539436287,6.78105190842494,126.239319138521,138.724526525848,3000,0.695299330077433,87.7741140264451,0.0536630611983142,0.03,0.03,0.9
"R0s757",200,0.99999999999999,6.14072992606192,1.19386897050377,6.78105190842494,128.102281408082,139.241610226176,3000,0.696953485030392,89.2813314677067,0.0478782983357027,0.03,0.03,0.9
"R0s758",200,0.999999999999996,6.12558022829659,1.199394957803,6.78105190842494,129.97706708248,139.760287185462,3000,0.698623497738984,90.8050332310168,0.0420495649624407,0.03,0.03,0.9
"R0s759",200,0.999999999999992,6.11043053053126,1.20500506117255,6.78105190842494,131.863665150329,140.280494840775,3000,0.700309517275836,92.3453796876493,0.0361766395032182,0.03,0.03,0.9
"R0s760",200,0.999999999999945,6.09528083276594,1.21070102670412,6.78105190842494,133.762058731884,140.802167086194,3000,0.702011691570404,93.9025291183096,0.0302593103774617,0.03,0.03,0.9
"R0s761",200,0.999999999999972,6.08013113500061,1.21648464264871,6.78105190842494,135.672224761768,141.325234126841,3000,0.703730167210505,95.47663741742,0.0242973767356503,0.03,0.03,0.9
"R0s762",200,1.00000000000038,6.06498143723528,1.22235774040795,6.78105190842494,137.594133657635,141.849622327459,3000,0.705465089231348,97.0678577784934,0.0182906492325707,0.03,0.03,0.9
"R0s763",200,0.999999999999954,6.04983173946995,1.22832219553532,6.78105190842494,139.527748974718,142.375254055834,3000,0.707216600891262,98.6763403599091,0.0122389508391818,0.03,0.03,0.9
"R0s764",200,0.999999999999988,6.03468204170462,1.23437992875472,6.78105190842494,141.473027046527,142.902047521745,3000,0.708984843436028,100.302231931003,0.00614211769466332,0.03,0.03,0.9
"R0s765",200,0.99999999950035,2.06751121794512,0.899999999550315,1.86076009615061,0,59.1688151947498,3000,0.593430340076573,0,0.254315339218816,0.06,0.06,0.9
"R0s766",200,0.999999997121928,1.98436791377592,0.939246600195127,1.86076009615061,11.8977085623308,59.4885427256268,3000,0.609077754816315,7.24662961860328,0.204551656337938,0.06,0.06,0.9
"R0s767",200,0.999999996680183,1.90122460960672,0.984726932110648,1.86076009615061,23.7016189495996,59.2540472911079,3000,0.626458784877623,14.8480874067986,0.152809006939195,0.06,0.06,0.9
"R0s768",200,1.00000003097421,1.81808130543752,1.0375004041091,1.86076009615061,34.9575912590295,58.2626524962588,3000,0.645660719061168,22.5707435089514,0.10016821244973,0.06,0.06,0.9
"R0s769",200,0.999999769042274,1.73493800126832,1.09858612923707,1.86076009615061,45.0253874422744,56.2817330929945,3000,0.666657946742267,30.0165323435417,0.0483812572517871,0.06,0.06,0.9
"R0s770",200,0.999998477059499,1.69336634918372,1.13249647804018,1.86076009615061,49.3621839275982,54.8468663396477,3000,0.677772183209158,33.4563151685802,0.0235739055455522,0.06,0.06,0.9
"R0s771",200,0.999998512307102,1.68920918397526,1.13601473685547,1.86076009615061,49.7638824273408,54.6855807610941,3000,0.678903872111534,33.7848924712248,0.0211541244549474,0.06,0.06,0.9
"R0s772",200,0.999998804375883,1.6850520187668,1.13955647881692,1.86076009615061,50.1592888873139,54.5209627336147,3000,0.680039100212153,34.1102776822104,0.0187470618887979,0.06,0.06,0.9
"R0s773",200,0.999999597310702,1.68089485355834,1.14312197581121,1.86076009615061,50.548277000692,54.3529842015622,3000,0.681177888459169,34.4323685925806,0.0163531390974628,0.06,0.06,0.9
"R0s774",200,1.00000137295141,1.67673768834988,1.14671174982063,1.86076009615061,50.9307119877712,54.1816094166868,3000,0.682320335997724,34.7510605160994,0.0139727801826479,0.06,0.06,0.9
"R0s775",200,1.00000514445296,1.67258052314142,1.150326888809,1.86076009615061,51.3064395927485,54.0067838396371,3000,0.683466718721903,35.0662439177593,0.0116064113749275,0.06,0.06,0.9
"R0s776",200,1.00001324774733,1.66842335793296,1.15396989889992,1.86076009615061,51.6752554659038,53.8284033691847,3000,0.684617754768745,35.3777973741684,0.00925445979949653,0.06,0.06,0.9
"R0s777",200,1.00003186270049,1.6642661927245,1.1576474195881,1.86076009615061,52.0368047872481,53.6462136870715,3000,0.685775449472418,35.6855631920836,0.0069173511853025,0.06,0.06,0.9
"R0s778",200,1.00008133965393,1.66010902751604,1.16138134597613,1.86076009615061,52.3901587106206,53.4593861560084,3000,0.686946553045486,35.9892389397668,0.00459550578023302,0.06,0.06,0.9
"R0s779",200,1.00026169595068,1.65595186230758,1.16527936617829,1.86076009615061,52.7310288649219,53.2637320161041,3000,0.688164466438426,36.2876203435782,0.00228934230227874,0.06,0.06,0.9
"R0s780",200,0.7564436761639,0.756449476108809,0.68079930854751,0.680804528497928,0,0.000668071745965697,3000,0.493787789132515,0,3.47983990305267e-06,0.09,0.09,0.9
"R0s781",200,0.726027889250419,0.726029467581234,0.680803054873163,0.680804528497928,4.38975693706045e-05,0.000183869270146862,3000,0.493789685564755,2.16761669765678e-05,7.54710075215327e-07,0.09,0.09,0.9
"R0s782",200,0.695609049151993,0.695609459053659,0.680804133963667,0.680804528497928,2.2263338410066e-05,4.79835489158225e-05,3000,0.493790231811203,1.09934190343978e-05,1.43536128938184e-07,0.09,0.09,0.9
"R0s783",200,0.665189350108919,0.665189450526085,0.68080442952983,0.680804528497928,7.84512496429829e-06,1.17429933511567e-05,3000,0.49379038142966,3.8738472484842e-06,2.24795850004548e-08,0.09,0.09,0.9
"R0s784",200,0.634769421710895,0.63476944199851,0.68080450815691,0.680804528497928,1.99772300623839e-06,2.35884977708478e-06,3000,0.493790421231442,9.86456484754199e-07,2.14661896705604e-09,0.09,0.09,0.9
"R0s785",200,0.619559430915529,0.619559437734723,0.680804521617053,0.680804528497928,7.31431010674404e-07,7.89382008840193e-07,3000,0.493790428045095,3.61173631846371e-07,3.49309616933011e-10,0.09,0.09,0.9
"R0s786",200,0.618038431385992,0.618038437308344,0.680804522518786,0.680804528497928,6.40332475292498e-07,6.85429822045112e-07,3000,0.493790428501562,3.16190047358148e-07,2.72198876256485e-10,0.09,0.09,0.9
"R0s787",200,0.616517431794082,0.616517436881965,0.680804523358596,0.680804528497928,5.54450542771721e-07,5.88737363325391e-07,3000,0.493790428926682,2.73782371333879e-07,2.07226196188119e-10,0.09,0.09,0.9
"R0s788",200,0.614996432140827,0.614996436455586,0.680804524137012,0.680804528497928,4.73519249747022e-07,4.98831833717346e-07,3000,0.493790429320723,2.33819273624209e-07,1.53190704330699e-10,0.09,0.09,0.9
"R0s789",200,0.613475432435631,0.613475436029208,0.680804524864031,0.680804528497928,3.97285000861385e-07,4.1527099472243e-07,3000,0.493790429688747,1.96175531284237e-07,1.08994666876679e-10,0.09,0.09,0.9
"R0s790",200,0.611954432676391,0.611954435602829,0.680804525536878,0.680804528497928,3.25523324833579e-07,3.37659061017043e-07,3000,0.493790430029349,1.60740302554156e-07,7.36390529169885e-11,0.09,0.09,0.9
"R0s791",200,0.610433432874703,0.61043343517645,0.68080452616797,0.680804528497928,2.58078691580537e-07,2.65685647110207e-07,3000,0.493790430348813,1.27436788179412e-07,4.62190047210243e-11,0.09,0.09,0.9
"R0s792",200,0.608912433022366,0.608912434750072,0.680804526747758,0.680804528497928,1.94608461560688e-07,1.98860695808843e-07,3000,0.493790430642308,9.60957960406892e-08,2.58696720090817e-11,0.09,0.09,0.9
"R0s793",200,0.607391433127435,0.607391434323693,0.680804527284823,0.680804528497928,1.34889541844997e-07,1.36831892890033e-07,3000,0.493790430914175,6.66071649934567e-08,1.18321013812085e-11,0.09,0.09,0.9
"R0s794",200,0.605870433218531,0.605870433897314,0.680804527810787,0.680804528497928,7.87213526562851e-08,7.92816854879907e-08,3000,0.493790431180423,3.88718506712532e-08,3.41772437610303e-12,0.09,0.09,0.9
"R0s795",200,0.31136120595383,0.311361205954308,0.280225085358447,0.280225085358878,0,4.61466006726815e-11,3000,0.244386355254771,0,4.86159452225958e-13,0.12,0.12,0.9
"R0s796",200,0.298840064966692,0.298840064966799,0.28022508535878,0.280225085358878,4.40974092789263e-12,1.11362164901637e-11,3000,0.244386355255022,1.07768051298658e-12,7.58145827909679e-14,0.12,0.12,0.9
"R0s797",200,0.286318923979276,0.28631892397929,0.280225085358865,0.280225085358878,2.2355301410467e-12,3.45678607666367e-12,3000,0.244386355255087,5.46333063233292e-13,1.44129032519846e-14,0.12,0.12,0.9
"R0s798",200,0.273797782991739,0.27379778299178,0.280225085358839,0.280225085358878,9.86093321307926e-13,1.21811580651608e-12,3000,0.244386355255067,2.40987752735808e-13,2.82557240778192e-15,0.12,0.12,0.9
"R0s799",200,0.26127664200412,0.261276642004271,0.280225085358712,0.280225085358878,3.51013704340315e-13,3.81307279299225e-13,3000,0.244386355254971,8.57829598482755e-14,3.7717575113294e-16,0.12,0.12,0.9
"R0s800",200,0.255016071510992,0.255016071510516,0.280225085359395,0.280225085358878,1.54647366081356e-13,1.6052774092076e-13,3000,0.244386355255487,3.77937061464837e-14,7.38549657004147e-17,0.12,0.12,0.9
"R0s801",200,0.254390014461779,0.254390014461141,0.280225085359578,0.280225085358878,1.37962851426033e-13,1.42628586320349e-13,3000,0.244386355255626,3.37162384206815e-14,5.86466165192583e-17,0.12,0.12,0.9
"R0s802",200,0.253763957412679,0.253763957411765,0.280225085359865,0.280225085358878,1.21738283345154e-13,1.25355236663633e-13,3000,0.244386355255842,2.97511753618253e-14,4.5499750549391e-17,0.12,0.12,0.9
"R0s803",200,0.253137900362666,0.25313790036239,0.280225085359178,0.280225085358878,1.05957790266593e-13,1.08680637328035e-13,3000,0.244386355255323,2.58946381741608e-14,3.42789623208258e-17,0.12,0.12,0.9
"R0s804",200,0.252511843313331,0.252511843313014,0.280225085359222,0.280225085358878,9.05888786885293e-14,9.25614832957483e-14,3000,0.244386355255357,2.21386858893593e-14,2.48529509897937e-17,0.12,0.12,0.9
"R0s805",200,0.251885786263632,0.251885786263639,0.280225085358848,0.280225085358878,7.56854450999425e-14,7.70433574470392e-14,3000,0.244386355255074,1.84964900738329e-14,1.71213675690056e-17,0.12,0.12,0.9
"R0s806",200,0.251259729217504,0.251259729214263,0.280225085362501,0.280225085358878,6.11435308836877e-14,6.20113477034465e-14,3000,0.244386355257834,1.49426446602592e-14,1.09501219386466e-17,0.12,0.12,0.9
"R0s807",200,0.250633672163215,0.250633672164888,0.280225085357014,0.280225085358878,4.70268286952554e-14,4.75218961174259e-14,3000,0.244386355253688,1.1492715263973e-14,6.25136555839914e-18,0.12,0.12,0.9
"R0s808",200,0.250007615116359,0.250007615115512,0.280225085359828,0.280225085358878,3.32771815596726e-14,3.3508177512782e-14,3000,0.244386355255814,8.13248911455437e-15,2.91897340972051e-18,0.12,0.12,0.9
"R0s809",200,0.249381558066947,0.249381558066137,0.28022508535979,0.280225085358878,1.97658460712378e-14,1.98337075402979e-14,3000,0.244386355255786,4.8305030798967e-15,8.58143459842803e-19,0.12,0.12,0.9
"R0s810",200,0.136702922284791,0.136702922284795,0.123032630056312,0.123032630056315,0,6.36370214826167e-15,3000,0.115765190541541,0,1.42240416872906e-16,0.15,0.15,0.9
"R0s811",200,0.131205523987863,0.131205523987899,0.123032630056281,0.123032630056315,8.21002976881254e-16,1.38739743607875e-15,3000,0.115765190541514,9.50435660538083e-17,1.41151145113055e-17,0.15,0.15,0.9
"R0s812",200,0.125708125691051,0.125708125691004,0.12303263005636,0.123032630056315,4.09206825071765e-16,5.10595554304565e-16,3000,0.115765190541583,4.73719060753493e-17,2.6382370210628e-18,0.15,0.15,0.9
"R0s813",200,0.120210727394112,0.120210727394109,0.123032630056319,0.123032630056315,1.96215432020715e-16,2.1735979100794e-16,3000,0.115765190541548,2.27149168750702e-17,5.62239798930361e-19,0.15,0.15,0.9
"R0s814",200,0.114713329097164,0.114713329097214,0.12303263005626,0.123032630056315,7.69960424794395e-17,8.00677873239234e-17,3000,0.115765190541495,8.91346152857339e-18,8.27347758715725e-20,0.15,0.15,0.9
"R0s815",200,0.111964629948618,0.111964629948766,0.12303263005615,0.123032630056315,3.53449617603701e-17,3.59687721643519e-17,3000,0.115765190541398,4.09171623286767e-18,1.68796986630948e-20,0.15,0.15,0.9
"R0s816",200,0.111689760033727,0.111689760033921,0.123032630056101,0.123032630056315,3.16497196411758e-17,3.21467216492651e-17,3000,0.115765190541354,3.66393582484116e-18,1.34539765708831e-20,0.15,0.15,0.9
"R0s817",200,0.111414890118491,0.111414890119077,0.123032630055673,0.123032630056315,2.80318109657061e-17,2.84186794404438e-17,3000,0.115765190540977,3.24510793765361e-18,1.04769048103887e-20,0.15,0.15,0.9
"R0s818",200,0.111140020204322,0.111140020204232,0.123032630056418,0.123032630056315,2.44906569630038e-17,2.4783106975482e-17,3000,0.115765190541636,2.83516556981197e-18,7.92310131359697e-21,0.15,0.15,0.9
"R0s819",200,0.110865150289103,0.110865150289387,0.123032630056005,0.123032630056315,2.1017773919093e-17,2.12305268053431e-17,3000,0.11576519054127,2.43312660249713e-18,5.76620124553904e-21,0.15,0.15,0.9
"R0s820",200,0.110590280373279,0.110590280374542,0.123032630054916,0.123032630056315,1.76142720630103e-17,1.7761235307618e-17,3000,0.115765190540307,2.03911956160319e-18,3.98465551801973e-21,0.15,0.15,0.9
"R0s821",200,0.110315410468273,0.110315410459698,0.123032630065869,0.123032630056315,1.42759372425491e-17,1.43701969918589e-17,3000,0.115765190549992,1.65265659516342e-18,2.55666055484677e-21,0.15,0.15,0.9
"R0s822",200,0.110040540543545,0.110040540544853,0.123032630054874,0.123032630056315,1.10042777326464e-17,1.10581893189919e-17,3000,0.11576519054027,1.27391230847786e-18,1.46281951646603e-21,0.15,0.15,0.9
"R0s823",200,0.109765670629077,0.109765670630008,0.123032630055245,0.123032630056315,7.79609757070792e-18,7.82129134365085e-18,3000,0.115765190540598,9.02516720746096e-19,6.83850027012534e-22,0.15,0.15,0.9
"R0s824",200,0.109490800715047,0.109490800715163,0.123032630056182,0.123032630056315,4.65045179741072e-18,4.65788739201965e-18,3000,0.115765190541427,5.38360438430973e-19,2.01901541724002e-22,0.15,0.15,0.9
"R0s825",250,0.999999999999993,6.27600515648836,0.899999999999994,5.64840464083953,0,97.4418644063301,3000,0.593430340259398,0,0.418817931548557,0.03,0.03,0.9
"R0s826",250,1.00000000000001,6.06559268752547,0.933509007982304,5.64840464083953,20.7451731471499,103.725865735749,3000,0.606828355489341,12.5887593052266,0.356661915698794,0.03,0.03,0.9
"R0s827",250,0.999999999999996,5.85518021856257,0.974107216280592,5.64840464083953,44.2942724475204,110.735681118801,3000,0.62247074487676,27.5718887641822,0.285573901099025,0.03,0.03,0.9
"R0s828",250,0.999999999999998,5.64476774959967,1.02416400639745,5.64840464083953,71.1243263656974,118.540543942829,3000,0.640903457630618,45.583826689424,0.20380113094614,0.03,0.03,0.9
"R0s829",250,1.00000000000002,5.43435528063677,1.08713359942561,5.64840464083953,101.735204140045,127.169005175057,3000,0.662818392602168,67.4319644791584,0.109317817406303,0.03,0.03,0.9
"R0s830",250,1.00000000000006,5.32914904615532,1.12497770185057,5.64840464083953,118.597636859823,131.77515206647,3000,0.67534029341171,80.0937628748485,0.0566386911357066,0.03,0.03,0.9
"R0s831",250,0.999999999999937,5.31862842270718,1.12903955918625,5.64840464083953,120.343248073824,132.245327553653,3000,0.676656340215913,81.4310218113297,0.0511567008619815,0.03,0.03,0.9
"R0s832",250,0.999999999999985,5.30810779925903,1.13315551265772,5.64840464083953,122.099742566389,132.717111485206,3000,0.677984472534467,82.7817295604677,0.0456348461327034,0.03,0.03,0.9
"R0s833",250,0.999999999999982,5.29758717581089,1.13732653707854,5.64840464083953,123.867132445556,133.190464995222,3000,0.679324809930201,84.1460162051766,0.0400729078551637,0.03,0.03,0.9
"R0s834",250,1.00000000000002,5.28706655236274,1.14155362741292,5.64840464083953,125.645426213387,133.665347035518,3000,0.680677472000093,85.5240110833028,0.0344706730559019,0.03,0.03,0.9
"R0s835",250,1.00000000000016,5.2765459289146,1.14583779916564,5.64840464083953,127.434628578381,134.141714293032,3000,0.682042578291708,86.915842639245,0.0288279353319389,0.03,0.03,0.9
"R0s836",250,1.00000000000016,5.26602530546645,1.15018008877402,5.64840464083953,129.234740260024,134.619521104191,3000,0.683420248214285,88.321638266414,0.0231444953227934,0.03,0.03,0.9
"R0s837",250,0.999999999999168,5.25550468201831,1.15458155400163,5.64840464083953,131.04575778572,135.098719366722,3000,0.684810600944342,89.7415241404457,0.0174201612042493,0.03,0.03,0.9
"R0s838",250,0.999999999999919,5.24498405857016,1.15904327433938,5.64840464083953,132.867673281144,135.579258450147,3000,0.686213755327418,91.1756250438699,0.0116547492047553,0.03,0.03,0.9
"R0s839",250,1.00000000000003,5.23446343512202,1.1635663513903,5.64840464083953,134.700474248888,136.061085099886,3000,0.687629829768491,92.6240641774975,0.00584808414463019,0.03,0.03,0.9
"R0s840",250,0.999999884616011,1.72217232903346,0.89999989615441,1.54995509613012,0,47.7816262366945,3000,0.593430298038932,0,0.205371720897082,0.06,0.06,0.9
"R0s841",250,0.999999797831572,1.66443392336041,0.932268825456854,1.54995509613012,9.44278830734518,47.2139366663882,3000,0.60634044840193,5.72554449644018,0.162345377565508,0.06,0.06,0.9
"R0s842",250,1.00000271729709,1.60669551768735,0.96865478622754,1.54995509613012,18.4564942465983,46.1412801195502,3000,0.620406671024636,11.4505321543174,0.118992654611439,0.06,0.06,0.9
"R0s843",250,1.00005044541186,1.5489571120143,1.00961979372895,1.54995509613012,26.66820364126,44.4475279537157,3000,0.635642515759906,16.951444053328,0.0764156279589313,0.06,0.06,0.9
"R0s844",250,1.00082430415903,1.49121870634124,1.05615211500822,1.54995509613012,33.5833692916096,41.9831548964397,3000,0.652208499413856,21.9033588909421,0.0360864330409648,0.06,0.06,0.9
"R0s845",250,1.00457877323517,1.46234950350471,1.08471024173916,1.54995509613012,36.1960685137983,40.2282413583251,3000,0.66200029008501,23.9618078560713,0.0172861618423562,0.06,0.06,0.9
"R0s846",250,1.00563644048222,1.45946258322106,1.08833380509446,1.54995509613012,36.3844271307365,39.9943183946867,3000,0.663222837121946,24.1309829887038,0.0154666529660213,0.06,0.06,0.9
"R0s847",250,1.00702358402732,1.45657566293741,1.09230822318208,1.54995509613012,36.5447358030884,39.7351089804233,3000,0.664558674024007,24.2861211678581,0.013658615163971,0.06,0.06,0.9
"R0s848",250,1.00888551009943,1.45368874265375,1.09678299747818,1.54995509613012,36.6664278215943,39.4400683113405,3000,0.666056344878748,24.4219068946115,0.0118621490177677,0.06,0.06,0.9
"R0s849",250,1.01145901089078,1.4508018223701,1.10200177082716,1.54995509613012,36.7321123351747,39.0918289611522,3000,0.667794581449656,24.5295055826297,0.0100774112764605,0.06,0.06,0.9
"R0s850",250,1.01515395706658,1.44791490208645,1.10838625403383,1.54995509613012,36.7112970266246,38.6599371103881,3000,0.669908785135063,24.5932203918385,0.00830473560005869,0.06,0.06,0.9
"R0s851",250,1.02073784116087,1.44502798180279,1.11672598129262,1.54995509613012,36.5459217058744,38.0864280113262,3000,0.672650208586563,24.5826218584446,0.00654496548131671,0.06,0.06,0.9
"R0s852",250,1.02981005398826,1.44214106151914,1.12866573954246,1.54995509613012,36.112271492828,37.2478795022837,3000,0.676535445409172,24.4312316791374,0.00480047276223414,0.06,0.06,0.9
"R0s853",250,1.04626151342784,1.43925414123549,1.14820458502311,1.54995509613012,35.0998450001501,35.8348369107898,3000,0.682794225575731,23.9659714847057,0.00307885191710201,0.06,0.06,0.9
"R0s854",250,1.08221284306281,1.43636722095184,1.18778719851568,1.54995509613012,32.4937932637077,32.8372488403471,3000,0.695104809310681,22.5865919703502,0.00141073324532819,0.06,0.06,0.9
"R0s855",250,0.630098716484651,0.63009880902181,0.567088844836186,0.567088928119629,0,1.06366788068286e-05,3000,0.432825830307845,0,6.31350542254268e-08,0.09,0.09,0.9
"R0s856",250,0.608973773758475,0.608973803099883,0.567088900915497,0.567088928119629,8.91297909462431e-07,3.39053576470063e-06,3000,0.432825862114581,3.85776786064e-07,1.53236619232978e-08,0.09,0.09,0.9
"R0s857",250,0.587848787824397,0.587848797177956,0.567088919241917,0.567088928119629,5.35284271253068e-07,1.08148740080267e-06,3000,0.432825872508852,2.31684881745374e-07,3.451083155724e-09,0.09,0.09,0.9
"R0s858",250,0.56672378835461,0.566723791256029,0.567088925317144,0.567088928119629,2.32011790707272e-07,3.34442824569024e-07,3000,0.432825875954564,1.00420706544662e-07,6.64811433093389e-10,0.09,0.09,0.9
"R0s859",250,0.545598784584558,0.545598785334102,0.567088927386564,0.567088928119629,7.39264963679405e-08,8.58820800917519e-08,3000,0.432825877128285,3.19973006334748e-08,7.94364477837341e-11,0.09,0.09,0.9
"R0s860",250,0.535036282088948,0.535036282373139,0.5670889278404,0.567088928119629,3.02925004530676e-08,3.24471270642637e-08,3000,0.432825877385689,1.31113780868054e-08,1.44667939624923e-11,0.09,0.09,0.9
"R0s861",250,0.533980031828268,0.533980032077042,0.567088927875191,0.567088928119629,2.68185739547186e-08,2.85147853156001e-08,3000,0.432825877405422,1.16077728027133e-08,1.14003052710099e-11,0.09,0.09,0.9
"R0s862",250,0.53292378156569,0.532923781780946,0.567088927908121,0.567088928119629,2.34824910161399e-08,2.47870286538021e-08,3000,0.432825877424099,1.01638297781643e-08,8.77659396989689e-12,0.09,0.09,0.9
"R0s863",250,0.531867531298485,0.53186753148485,0.567088927936299,0.567088928119629,2.02810061854274e-08,2.12552896520828e-08,3000,0.432825877440081,8.7781442975753e-09,6.56121503770061e-12,0.09,0.09,0.9
"R0s864",250,0.530811281031988,0.530811281188753,0.567088927965386,0.567088928119629,1.72078716395494e-08,1.79082054076518e-08,3000,0.432825877456578,7.44801214154815e-09,4.72095909219523e-12,0.09,0.09,0.9
"R0s865",250,0.529755030765141,0.529755030892657,0.567088927994256,0.567088928119629,1.42591289888707e-08,1.47371764008801e-08,3000,0.432825877472953,6.17172001660798e-09,3.22566364391379e-12,0.09,0.09,0.9
"R0s866",250,0.528698780493402,0.528698780596561,0.567088928018022,0.567088928119629,1.14270608884374e-08,1.17300557114056e-08,3000,0.432825877486432,4.9459276561288e-09,2.04645869023753e-12,0.09,0.09,0.9
"R0s867",250,0.527642530223522,0.527642530300464,0.567088928043939,0.567088928119629,8.71039411066242e-09,8.88166471022803e-09,3000,0.432825877501131,3.77008397432815e-09,1.1578892146085e-12,0.09,0.09,0.9
"R0s868",250,0.526586279942724,0.526586280004368,0.567088928058154,0.567088928119629,6.10315233322861e-09,6.18226398167527e-09,3000,0.432825877509194,2.64160226420196e-09,5.35350006857471e-13,0.09,0.09,0.9
"R0s869",250,0.525530029657914,0.525530029708272,0.567088928068207,0.567088928119629,3.60079322447669e-09,3.62387319822202e-09,3000,0.432825877514895,1.55851648713381e-09,1.56330123420689e-13,0.09,0.09,0.9
"R0s870",250,0.259354168710074,0.259354168710118,0.233418751839067,0.233418751839106,0,3.66751579018913e-12,3000,0.208178072797823,0,4.50338690340568e-14,0.12,0.12,0.9
"R0s871",250,0.250658931913576,0.250658931913236,0.233418751839423,0.233418751839106,4.45024812133944e-13,1.03059615580843e-12,3000,0.208178072798105,9.26444077373829e-14,7.65110037420895e-15,0.12,0.12,0.9
"R0s872",250,0.24196369511632,0.241963695116355,0.233418751839073,0.233418751839106,2.52344101398012e-13,3.72252495084461e-13,3000,0.208178072797827,5.25325087109376e-14,1.62691213725065e-15,0.12,0.12,0.9
"R0s873",250,0.233268458319572,0.233268458319473,0.233418751839202,0.233418751839106,1.2317226054979e-13,1.48566438220635e-13,3000,0.20817807279793,2.56417638234197e-14,3.52940369124487e-16,0.12,0.12,0.9
"R0s874",250,0.224573221522602,0.224573221522592,0.233418751839115,0.233418751839106,4.75841883161188e-14,5.12033550488577e-14,3000,0.208178072797861,9.90598461930009e-15,5.11307728110319e-17,0.12,0.12,0.9
"R0s875",250,0.220225603124879,0.220225603124151,0.233418751839874,0.233418751839106,2.16670640499552e-14,2.23948746427506e-14,3000,0.208178072798462,4.51060763712051e-15,1.03475430121215e-17,0.12,0.12,0.9
"R0s876",250,0.219790841283984,0.219790841284307,0.233418751838762,0.233418751839106,1.94169060352203e-14,1.99971229958238e-14,3000,0.208178072797582,4.0421740781039e-15,8.25393089855467e-18,0.12,0.12,0.9
"R0s877",250,0.219356079444579,0.219356079444463,0.23341875183923,0.233418751839106,1.71883728939953e-14,1.76397073296691e-14,3000,0.208178072797952,3.57824234360449e-15,6.42416384999754e-18,0.12,0.12,0.9
"R0s878",250,0.218921317604639,0.218921317604619,0.233418751839133,0.233418751839106,1.50085387756609e-14,1.5349473349397e-14,3000,0.208178072797875,3.12444867782927e-15,4.8554913601642e-18,0.12,0.12,0.9
