"","W_st","R_eq_sen","R0_sen","R_eq_res","R0_res","No_trt_cat","Incidence","Vector_no","Prob_onward_tran","Risk","prevalence","vector_birth","vector_mortality","fit.adj","times","CS","CEs","CEr","CIs","CIr","CTs","CTr","CR","PS","PEs","PEr","PIs","PIr","PTs","PTr","PR","WS","WEs","WEr","WIs","WIr","WR","VS","VEs","VEr","VIs","VIr","total.cattle","treat_prop"
"R0s781",200,0.726027889250419,0.726029467581234,0.680803054873163,0.680804528497928,4.38975693706045e-05,0.000183869270146862,3000,0.493789685564755,2.16761669765678e-05,7.54710075215327e-07,0.09,0.09,0.9,3000,49.9999056736971,7.55109939001487e-06,0,3.77355037607663e-05,0,4.80710085762423e-08,0,4.89916289938955e-05,0,0,0,0,0,0,0,0,199.99956653888,4.0241309641379e-05,0,0.000198126364369047,0,0.000195093443325261,2999.99983807709,0.000134499825022679,0,2.74229098881075e-05,0,50.0000000000003,0.2
"R0s782",200,0.695609049151993,0.695609459053659,0.680804133963667,0.680804528497928,2.2263338410066e-05,4.79835489158225e-05,3000,0.493790231811203,1.09934190343978e-05,1.43536128938184e-07,0.09,0.09,0.9,3000,49.99997730115,1.97057695752864e-06,0,7.17680644690919e-06,0,2.4383314048357e-08,0,1.35270834457939e-05,0,0,0,0,0,0,0,0,199.999881239304,1.05196639897752e-05,0,5.3606669375499e-05,0,5.46343602770682e-05,2999.99995809832,3.47820637960133e-05,0,7.11962989568289e-06,0,50.0000000000002,0.4
"R0s783",200,0.665189350108919,0.665189450526085,0.68080442952983,0.680804528497928,7.84512496429829e-06,1.17429933511567e-05,3000,0.49379038142966,3.8738472484842e-06,2.24795850004548e-08,0.09,0.09,0.9,3000,49.9999949387083,4.82258453846272e-07,0,1.12397925002274e-06,0,8.59324968606234e-09,0,3.44646108170061e-06,0,0,0,0,0,0,0,0,199.999969540045,2.57861030388139e-06,0,1.35792902254373e-05,0,1.43020551892242e-05,2999.99998982524,8.44070681506291e-06,0,1.73406816978222e-06,0,50.0000000000004,0.6
"R0s784",200,0.634769421710895,0.63476944199851,0.68080450815691,0.680804528497928,1.99772300623839e-06,2.35884977708478e-06,3000,0.493790421231442,9.86456484754199e-07,2.14661896705604e-09,0.09,0.09,0.9,3000,49.9999990831607,9.68726807837694e-08,0,1.07330948352802e-07,0,2.18847698519711e-09,0,7.10447702232196e-07,0,0,0,0,0,0,0,0,199.999993609296,5.18723036618447e-07,0,2.81553576237807e-06,0,3.05644484338113e-06,2999.99999797101,1.68275701207039e-06,0,3.46838248665917e-07,0,50.0000000000005,0.8
"R0s785",200,0.619559430915529,0.619559437734723,0.680804521617053,0.680804528497928,7.31431010674404e-07,7.89382008840193e-07,3000,0.493790428045095,3.61173631846371e-07,3.49309616933011e-10,0.09,0.09,0.9,3000,49.9999997095733,3.24181523137656e-08,0,1.74654808466506e-08,0,8.01313101126152e-10,0,2.39748157243411e-07,0,0,0,0,0,0,0,0,199.99999781779,1.73703212152295e-07,0,9.56065628235628e-07,0,1.05244051553739e-06,2999.99999931857,5.6121059332959e-07,0,1.15843694049136e-07,0,50.0000000000064,0.9
"R0s786",200,0.618038431385992,0.618038437308344,0.680804522518786,0.680804528497928,6.40332475292498e-07,6.85429822045112e-07,3000,0.493790428501562,3.16190047358148e-07,2.72198876256485e-10,0.09,0.09,0.9,3000,49.9999997492217,2.81490686671504e-08,0,1.36099438128243e-08,0,7.01514302546138e-10,0,2.08320011146369e-07,0,0,0,0,0,0,0,0,199.999998101453,1.50838111751137e-07,0,8.31336133613616e-07,0,9.16372874874266e-07,2999.99999941631,4.87146032403274e-07,0,1.00569732093393e-07,0,50.0000000000022,0.91
"R0s787",200,0.616517431794082,0.616517436881965,0.680804523358596,0.680804528497928,5.54450542771721e-07,5.88737363325391e-07,3000,0.493790428926682,2.73782371333879e-07,2.07226196188119e-10,0.09,0.09,0.9,3000,49.9999997858129,2.41781258039175e-08,0,1.03613098094059e-08,0,6.07429565237832e-10,0,1.79051758680537e-07,0,0,0,0,0,0,0,0,199.999998366105,1.29567763070773e-07,0,7.1506354122213e-07,0,7.8926402385703e-07,2999.99999950578,4.18288914228881e-07,0,8.63665577583818e-08,0,50.0000000000116,0.92
"R0s788",200,0.614996432140827,0.614996436455586,0.680804524137012,0.680804528497928,4.73519249747022e-07,4.98831833717346e-07,3000,0.493790429320723,2.33819273624209e-07,1.53190704330699e-10,0.09,0.09,0.9,3000,49.999999819529,2.04859069288438e-08,0,7.65953521653493e-09,0,5.18767604799e-10,0,1.51806150554269e-07,0,0,0,0,0,0,0,0,199.999998612935,1.09788436610813e-07,0,6.0671225316629e-07,0,6.70561984266938e-07,2999.99999957288,3.54297870426098e-07,0,7.31641747027633e-08,0,49.9999999999993,0.93
"R0s789",200,0.613475432435631,0.613475436029208,0.680804524864031,0.680804528497928,3.97285000861385e-07,4.1527099472243e-07,3000,0.493790429688747,1.96175531284237e-07,1.08994666876679e-10,0.09,0.09,0.9,3000,49.9999998506091,1.7054250296609e-08,0,5.44973334383395e-09,0,4.35250679885285e-10,0,1.26454530131715e-07,0,0,0,0,0,0,0,0,199.999998843071,9.14030993172362e-08,0,5.05780362340041e-07,0,5.59748581049095e-07,2999.99999964526,2.94853741857116e-07,0,6.089712772996e-08,0,50.0000000000029,0.94
"R0s790",200,0.611954432676391,0.611954435602829,0.680804525536878,0.680804528497928,3.25523324833579e-07,3.37659061017043e-07,3000,0.493790430029349,1.60740302554156e-07,7.36390529169885e-11,0.09,0.09,0.9,3000,49.9999998792275,1.38669018898169e-08,0,3.68195264584943e-09,0,3.56632950053495e-10,0,1.02881744300267e-07,0,0,0,0,0,0,0,0,199.999999057486,7.43249153859796e-08,0,4.11819326935808e-07,0,4.56361524514276e-07,2999.99999969695,2.39670816094888e-07,0,4.95068279041188e-08,0,50.0000000000147,0.95
"R0s791",200,0.610433432874703,0.61043343517645,0.68080452616797,0.680804528497928,2.58078691580537e-07,2.65685647110207e-07,3000,0.493790430348813,1.27436788179412e-07,4.62190047210243e-11,0.09,0.09,0.9,3000,49.9999999054952,1.09111148710557e-08,0,2.31095023605122e-09,0,2.82744099190704e-10,0,8.09980950632463e-08,0,0,0,0,0,0,0,0,199.99999925698,5.84858232069321e-08,0,3.24481956805701e-07,0,3.60048075704295e-07,2999.99999977172,1.88524402883953e-07,0,3.89472547646383e-08,0,49.9999999999981,0.96
"R0s792",200,0.608912433022366,0.608912434750072,0.680804526747758,0.680804528497928,1.94608461560688e-07,1.98860695808843e-07,3000,0.493790430642308,9.60957960406892e-08,2.58696720090817e-11,0.09,0.09,0.9,3000,49.9999999296596,8.16676368824816e-09,0,1.29348360045409e-09,0,2.13208813822646e-10,0,6.06585894298345e-08,0,0,0,0,0,0,0,0,199.999999442813,4.37781872731778e-08,0,2.43198980275715e-07,0,2.70206455693338e-07,2999.99999980943,1.41062702205511e-07,0,2.91460940392291e-08,0,49.9999999999917,0.97
"R0s793",200,0.607391433127435,0.607391434323693,0.680804527284823,0.680804528497928,1.34889541844997e-07,1.36831892890033e-07,3000,0.493790430914175,6.66071649934567e-08,1.18321013812085e-11,0.09,0.09,0.9,3000,49.9999999518826,5.61937958480627e-09,0,5.91605069060426e-10,0,1.47782745725998e-10,0,4.17596952975814e-08,0,0,0,0,0,0,0,0,199.999999615884,3.0124668047857e-08,0,1.67566292963488e-07,0,1.86415083632882e-07,2999.99999983515,9.70320863054892e-08,0,2.00512740426566e-08,0,50.000000000001,0.98
"R0s794",200,0.605870433218531,0.605870433897314,0.680804527810787,0.680804528497928,7.87213526562851e-08,7.92816854879907e-08,3000,0.493790431180423,3.88718506712532e-08,3.41772437610303e-12,0.09,0.09,0.9,3000,49.9999999722545,3.25592137527683e-09,0,1.70886218805152e-10,0,8.62462063449208e-11,0,2.42080407125306e-08,0,0,0,0,0,0,0,0,199.999999777032,1.74555578903873e-08,0,9.72198469459882e-08,0,1.08294432128728e-07,2999.99999997712,5.62039348171138e-08,0,1.16158587356097e-08,0,49.9999999999756,0.99
"R0s795",200,0.31136120595383,0.311361205954308,0.280225085358447,0.280225085358878,0,4.61466006726815e-11,3000,0.244386355254771,0,4.86159452225958e-13,0.12,0.12,0.9,3000,49.9999999999268,1.89513760462758e-12,0,2.43079726112979e-11,0,0,0,4.67684359271007e-11,0,0,0,0,0,0,0,0,199.999999999696,1.03758883382709e-11,0,9.98146046538982e-11,0,1.9203996445274e-10,2999.99999999992,5.98517102234067e-11,0,6.37180753772735e-12,0,49.9999999999997,0
"R0s796",200,0.298840064966692,0.298840064966799,0.28022508535878,0.280225085358878,4.40974092789263e-12,1.11362164901637e-11,3000,0.244386355255022,1.07768051298658e-12,7.58145827909679e-14,0.12,0.12,0.9,3000,49.999999999992,4.57339486249021e-13,0,3.7907291395484e-12,0,4.83923804316604e-15,0,1.02931194764941e-11,0,0,0,0,0,0,0,0,199.999999999916,2.50903981256366e-12,0,2.58227782159218e-11,0,5.31529860237184e-11,3000.00000000006,1.43209808808089e-11,0,1.5292253711739e-12,0,50.0000000000066,0.2
"R0s797",200,0.286318923979276,0.28631892397929,0.280225085358865,0.280225085358878,2.2355301410467e-12,3.45678607666367e-12,3000,0.244386355255087,5.46333063233292e-13,1.44129032519846e-14,0.12,0.12,0.9,3000,50.0000000000039,1.41962467214114e-13,0,7.2064516259923e-13,0,2.45347968405307e-15,0,2.87524546692235e-12,0,0,0,0,0,0,0,0,200.000000000001,7.79861888630723e-13,0,8.40412908295458e-12,0,1.81132733015961e-11,2999.99999999981,4.42095406032659e-12,0,4.73000586029209e-13,0,50.0000000000077,0.4
"R0s798",200,0.273797782991739,0.27379778299178,0.280225085358839,0.280225085358878,9.86093321307926e-13,1.21811580651608e-12,3000,0.244386355255067,2.40987752735808e-13,2.82557240778192e-15,0.12,0.12,0.9,3000,49.9999999999988,5.00252897953217e-14,0,1.41278620389096e-13,0,1.08229316070537e-15,0,9.16005375422863e-13,0,0,0,0,0,0,0,0,199.99999999997,2.75051503718263e-13,0,3.0585854878955e-12,0,6.80230772634138e-12,2999.99999999996,1.55223854269479e-12,0,1.66288007600422e-13,0,49.9999999999999,0.6
"R0s799",200,0.26127664200412,0.261276642004271,0.280225085358712,0.280225085358878,3.51013704340315e-13,3.81307279299225e-13,3000,0.244386355254971,8.57829598482755e-14,3.7717575113294e-16,0.12,0.12,0.9,3000,49.9999999999999,1.56594365215287e-14,0,1.8858787556647e-14,0,3.85272591072769e-16,0,2.61924100863302e-13,0,0,0,0,0,0,0,0,200.000000000015,8.61515193202841e-14,0,9.79459336341893e-13,0,2.2270951296751e-12,2999.99999999805,4.84688111258197e-13,0,5.19693963750803e-14,0,50.0000000000002,0.8
"R0s800",200,0.255016071510992,0.255016071510516,0.280225085359395,0.280225085358878,1.54647366081356e-13,1.6052774092076e-13,3000,0.244386355255487,3.77937061464837e-14,7.38549657004147e-17,0.12,0.12,0.9,3000,49.99999999999,6.59251502754661e-15,0,3.69274828502074e-15,0,1.69743521157782e-16,0,1.05836032564938e-13,0,0,0,0,0,0,0,0,199.999999999979,3.62777050870564e-14,0,4.16049236490327e-13,0,9.54285799727811e-13,3000.00000000591,2.03853325099123e-13,0,2.18650978384099e-14,0,49.9999999999901,0.9
"R0s801",200,0.254390014461779,0.254390014461141,0.280225085359578,0.280225085358878,1.37962851426033e-13,1.42628586320349e-13,3000,0.244386355255626,3.37162384206815e-14,5.86466165192583e-17,0.12,0.12,0.9,3000,50.0000000000016,5.85743680987059e-15,0,2.93233082596291e-15,0,1.51430532501349e-16,0,9.36655898297637e-14,0,0,0,0,0,0,0,0,200.000000000017,3.22333640392801e-14,0,3.6996340616603e-13,0,8.49260071619415e-13,3000.00000000728,1.81107243426628e-13,0,1.94259846531833e-14,0,50.0000000000017,0.91
"R0s802",200,0.253763957412679,0.253763957411765,0.280225085359865,0.280225085358878,1.21738283345154e-13,1.25355236663633e-13,3000,0.244386355255842,2.97511753618253e-14,4.5499750549391e-17,0.12,0.12,0.9,3000,49.9999999999768,5.14805900055989e-15,0,2.27498752746955e-15,0,1.33622336125102e-16,0,8.20013418440189e-14,0,0,0,0,0,0,0,0,199.999999999994,2.83302717015645e-14,0,3.25422131177387e-13,0,7.47605043900118e-13,3000.00000001093,1.59159967527453e-13,0,1.70723950974479e-14,0,49.9999999999769,0.92
"R0s803",200,0.253137900362666,0.25313790036239,0.280225085359178,0.280225085358878,1.05957790266593e-13,1.08680637328035e-13,3000,0.244386355255323,2.58946381741608e-14,3.42789623208258e-17,0.12,0.12,0.9,3000,49.9999999999952,4.46327052681869e-15,0,1.71394811604129e-15,0,1.16301514331819e-16,0,7.08193578373465e-14,0,0,0,0,0,0,0,0,199.999999999999,2.45623265418666e-14,0,2.82360636614341e-13,0,6.49183672667768e-13,3000.00000000329,1.37976849414276e-13,0,1.48006239308021e-14,0,49.9999999999952,0.93
"R0s804",200,0.252511843313331,0.252511843313014,0.280225085359222,0.280225085358878,9.05888786885293e-14,9.25614832957483e-14,3000,0.244386355255357,2.21386858893593e-14,2.48529509897937e-17,0.12,0.12,0.9,3000,50.0000000000026,3.80129294849069e-15,0,1.24264754948968e-15,0,9.94324046279624e-17,0,6.00855494713196e-14,0,0,0,0,0,0,0,0,200.000000000038,2.09197534088156e-14,0,2.40671527596076e-13,0,5.53760080140606e-13,3000.00000000321,1.17502632437885e-13,0,1.26047543994815e-14,0,50.0000000000027,0.94
"R0s805",200,0.251885786263632,0.251885786263639,0.280225085358848,0.280225085358878,7.56854450999425e-14,7.70433574470392e-14,3000,0.244386355255074,1.84964900738329e-14,1.71213675690056e-17,0.12,0.12,0.9,3000,49.9999999999895,3.16399825244514e-15,0,8.56068378450278e-16,0,8.30741679769665e-17,0,4.98238990133623e-14,0,0,0,0,0,0,0,0,200.000000000042,1.74128659017434e-14,0,2.00478222219403e-13,0,4.61628822983439e-13,2999.99999999931,9.77949163411044e-14,0,1.04909754376657e-14,0,49.9999999999895,0.95
"R0s806",200,0.251259729217504,0.251259729214263,0.280225085362501,0.280225085358878,6.11435308836877e-14,6.20113477034465e-14,3000,0.244386355257834,1.49426446602592e-14,1.09501219386466e-17,0.12,0.12,0.9,3000,50.0000000000091,2.54666725681505e-15,0,5.47506096932332e-16,0,6.71126997739519e-17,0,3.99545888918043e-14,0,0,0,0,0,0,0,0,200.000000000001,1.40157033117165e-14,0,1.61486425356868e-13,0,3.72122479516916e-13,3000.00000003867,7.87075820516611e-14,0,8.44362178645814e-15,0,50.0000000000091,0.96
"R0s807",200,0.250633672163215,0.250633672164888,0.280225085357014,0.280225085358878,4.70268286952554e-14,4.75218961174259e-14,3000,0.244386355253688,1.1492715263973e-14,6.25136555839914e-18,0.12,0.12,0.9,3000,49.9999999999989,1.95161791036657e-15,0,3.12568277919957e-16,0,5.16179132923974e-17,0,3.05091069990644e-14,0,0,0,0,0,0,0,0,199.99999999997,1.07410324981625e-14,0,1.23847376428763e-13,0,2.85598775231932e-13,2999.99999998041,6.03120382127986e-14,0,6.4703627888916e-15,0,49.9999999999989,0.97
"R0s808",200,0.250007615116359,0.250007615115512,0.280225085359828,0.280225085358878,3.32771815596726e-14,3.3508177512782e-14,3000,0.244386355255814,8.13248911455437e-15,2.91897340972051e-18,0.12,0.12,0.9,3000,50.0000000000009,1.37610585268099e-15,0,1.45948670486026e-16,0,3.65259764839293e-17,0,2.14396309701471e-14,0,0,0,0,0,0,0,0,199.999999999997,7.57375928958623e-15,0,8.73911589462555e-14,0,2.01675079563947e-13,3000.0000000102,4.25232459156586e-14,0,4.56208401524882e-15,0,50.0000000000009,0.98
"R0s809",200,0.249381558066947,0.249381558066137,0.28022508535979,0.280225085358878,1.97658460712378e-14,1.98337075402979e-14,3000,0.244386355255786,4.8305030798967e-15,8.58143459842803e-19,0.12,0.12,0.9,3000,50.0000000000105,8.14525977014288e-16,0,4.29071729921402e-17,0,2.16955791450781e-17,0,1.26544790456691e-14,0,0,0,0,0,0,0,0,200.000000000033,4.48304290505007e-15,0,5.17654231527018e-14,0,1.19546088788624e-13,3000.00000000924,2.51678062625555e-14,0,2.70018984973842e-15,0,50.0000000000105,0.99
"R0s810",200,0.136702922284791,0.136702922284795,0.123032630056312,0.123032630056315,0,6.36370214826167e-15,3000,0.115765190541541,0,1.42240416872906e-16,0.15,0.15,0.9,3000,49.9999999999996,2.61343004035387e-16,0,7.11202084364528e-15,0,0,0,2.94583157341577e-14,0,0,0,0,0,0,0,0,199.999999999996,1.45573881725453e-15,0,2.96061876886346e-14,0,1.19902777482686e-13,2999.99999999997,1.49284836781214e-14,0,8.3975587171138e-16,0,49.9999999999996,0
"R0s811",200,0.131205523987863,0.131205523987899,0.123032630056281,0.123032630056315,8.21002976881254e-16,1.38739743607875e-15,3000,0.115765190541514,9.50435660538083e-17,1.41151145113055e-17,0.15,0.15,0.9,3000,49.9999999999977,5.69773074364991e-17,0,7.05755725565274e-16,0,9.01928476922991e-19,0,4.35622320134183e-15,0,0,0,0,0,0,0,0,200.000000000001,3.17926622069609e-16,0,7.23460761161955e-15,0,3.28360193876581e-14,2999.99999999918,3.23436046261626e-15,0,1.82277607086261e-16,0,49.9999999999977,0.2
"R0s812",200,0.125708125691051,0.125708125691004,0.12303263005636,0.123032630056315,4.09206825071765e-16,5.10595554304565e-16,3000,0.115765190541583,4.73719060753493e-17,2.6382370210628e-18,0.15,0.15,0.9,3000,49.9999999999989,2.09690166038836e-17,0,1.3191185105314e-16,0,4.49558716594101e-19,0,1.22369372079273e-15,0,0,0,0,0,0,0,0,200.00000000003,1.17077738349467e-16,0,2.78181784083009e-15,0,1.31854648768514e-14,3000.00000000073,1.18765142954866e-15,0,6.69766406085611e-17,0,49.9999999999989,0.4
"R0s813",200,0.120210727394112,0.120210727394109,0.123032630056319,0.123032630056315,1.96215432020715e-16,2.1735979100794e-16,3000,0.115765190541548,2.27149168750702e-17,5.62239798930361e-19,0.15,0.15,0.9,3000,50.0000000000057,8.92648012352935e-18,0,2.8111989946518e-17,0,2.15568137590828e-19,0,4.42281009959269e-16,0,0,0,0,0,0,0,0,200.000000000002,4.98549704889863e-17,0,1.21050268670656e-15,0,5.86310895545263e-15,3000.00000000002,5.05030387282592e-16,0,2.84899935726709e-17,0,50.0000000000057,0.6
"R0s814",200,0.114713329097164,0.114713329097214,0.12303263005626,0.123032630056315,7.69960424794395e-17,8.00677873239234e-17,3000,0.115765190541495,8.91346152857339e-18,8.27347758715725e-20,0.15,0.15,0.9,3000,49.9999999999947,3.28820481823094e-18,0,4.13673879357862e-18,0,8.45910450349804e-20,0,1.59336462039361e-16,0,0,0,0,0,0,0,0,200.000000000003,1.83680946119535e-17,0,4.51749101734299e-16,0,2.21625115900552e-15,2999.99999999869,1.85917347683869e-16,0,1.04900281563439e-17,0,49.9999999999947,0.8
"R0s815",200,0.111964629948618,0.111964629948766,0.12303263005615,0.123032630056315,3.53449617603701e-17,3.59687721643519e-17,3000,0.115765190541398,4.09171623286767e-18,1.68796986630948e-20,0.15,0.15,0.9,3000,49.9999999999946,1.47715696773519e-18,0,8.4398493315474e-19,0,3.8831586839499e-20,0,8.39644385122521e-17,0,0,0,0,0,0,0,0,200,8.25200393000012e-18,0,2.0389272727634e-16,0,1.0049071218946e-15,2999.99999999605,8.35004884742386e-17,0,4.71167158496298e-18,0,49.9999999999946,0.9
"R0s816",200,0.111689760033727,0.111689760033921,0.123032630056101,0.123032630056315,3.16497196411758e-17,3.21467216492651e-17,3000,0.115765190541354,3.66393582484116e-18,1.34539765708831e-20,0.15,0.15,0.9,3000,50.0000000000001,1.32019390756735e-18,0,6.72698828544156e-19,0,3.47718370614172e-20,0,7.78425545410059e-17,0,0,0,0,0,0,0,0,200.000000000003,7.37518587305863e-18,0,1.82303802359687e-16,0,8.98875940202318e-16,2999.99999999473,7.46261868707929e-17,0,4.21094789663646e-18,0,50.0000000000001,0.91
"R0s817",200,0.111414890118491,0.111414890119077,0.123032630055673,0.123032630056315,2.80318109657061e-17,2.84186794404438e-17,3000,0.115765190540977,3.24510793765361e-18,1.04769048103887e-20,0.15,0.15,0.9,3000,50.0000000000077,1.16709155812911e-18,0,5.23845240519434e-19,0,3.07970464545402e-20,0,7.19395632703301e-17,0,0,0,0,0,0,0,0,199.99999999999,6.51992491652746e-18,0,1.61228749113106e-16,0,7.95285421342044e-16,2999.99999998438,6.59705005062044e-17,0,3.72255366589855e-18,0,50.0000000000077,0.92
"R0s818",200,0.111140020204322,0.111140020204232,0.123032630056418,0.123032630056315,2.44906569630038e-17,2.4783106975482e-17,3000,0.115765190541636,2.83516556981197e-18,7.92310131359697e-21,0.15,0.15,0.9,3000,50.0000000000025,1.01778673410604e-18,0,3.96155065679848e-19,0,2.69065793187821e-20,0,6.62523923812836e-17,0,0,0,0,0,0,0,0,199.999999999977,5.68586872592641e-18,0,1.40660004505295e-16,0,6.94103743891412e-16,3000.00000000276,5.7529834250687e-17,0,3.24628642244836e-18,0,50.0000000000025,0.93
"R0s819",200,0.110865150289103,0.110865150289387,0.123032630056005,0.123032630056315,2.1017773919093e-17,2.12305268053431e-17,3000,0.11576519054127,2.43312660249713e-18,5.76620124553904e-21,0.15,0.15,0.9,3000,50.0000000000103,8.71890217878568e-19,0,2.88310062276952e-19,0,2.30911152047458e-20,0,6.07528253466078e-17,0,0,0,0,0,0,0,0,199.999999999998,4.87084354508714e-18,0,1.20544874250027e-16,0,5.95076286060386e-16,2999.99999999233,4.9282165675066e-17,0,2.78090385752663e-18,0,50.0000000000103,0.94
"R0s820",200,0.110590280373279,0.110590280374542,0.123032630054916,0.123032630056315,1.76142720630103e-17,1.7761235307618e-17,3000,0.115765190540307,2.03911956160319e-18,3.98465551801973e-21,0.15,0.15,0.9,3000,50.0000000000201,7.29414181011006e-19,0,1.99232775900987e-19,0,1.9351874006136e-20,0,5.544247810397e-17,0,0,0,0,0,0,0,0,200.000000000029,4.07491793518808e-18,0,1.00886057380223e-16,0,4.98221103714394e-16,2999.99999996529,4.12281622700991e-17,0,2.32644397931944e-18,0,50.0000000000201,0.95
"R0s821",200,0.110315410468273,0.110315410459698,0.123032630065869,0.123032630056315,1.42759372425491e-17,1.43701969918589e-17,3000,0.115765190549992,1.65265659516342e-18,2.55666055484677e-21,0.15,0.15,0.9,3000,49.9999999999782,5.90151827181063e-19,0,1.27833027742338e-19,0,1.56842259936401e-20,0,5.03042545139985e-17,0,0,0,0,0,0,0,0,200.000000000004,3.29693715439545e-18,0,8.16559230787997e-17,0,4.03406433016084e-16,3000.00000023318,3.33561158773903e-17,0,1.88224644111585e-18,0,49.9999999999782,0.96
"R0s822",200,0.110040540543545,0.110040540544853,0.123032630054874,0.123032630056315,1.10042777326464e-17,1.10581893189919e-17,3000,0.11576519054027,1.27391230847786e-18,1.46281951646603e-21,0.15,0.15,0.9,3000,50.0000000000411,4.54135084968865e-19,0,7.31409758233014e-20,0,1.20898283607026e-20,0,4.53441251182715e-17,0,0,0,0,0,0,0,0,199.999999999989,2.53708008322048e-18,0,6.28598071095515e-17,0,3.10662898910469e-16,2999.99999996449,2.56678126799685e-17,0,1.44841234408675e-18,0,50.0000000000411,0.97
"R0s823",200,0.109765670629077,0.109765670630008,0.123032630055245,0.123032630056315,7.79609757070792e-18,7.82129134365085e-18,3000,0.115765190540598,9.02516720746096e-19,6.83850027012534e-22,0.15,0.15,0.9,3000,49.9999999999478,3.21202929924059e-19,0,3.41925013506267e-20,0,8.56516999535739e-21,0,4.05497563140941e-17,0,0,0,0,0,0,0,0,200.000000000007,1.79444762716181e-18,0,4.44763027963844e-17,0,2.19888949784095e-16,2999.99999997446,1.81541338344557e-17,0,1.02442741616863e-18,0,49.9999999999478,0.98
"R0s824",200,0.109490800715047,0.109490800715163,0.123032630056182,0.123032630056315,4.65045179741072e-18,4.65788739201965e-18,3000,0.115765190541427,5.38360438430973e-19,2.01901541724002e-22,0.15,0.15,0.9,3000,49.9999999999949,1.91289009939205e-19,0,1.00950770862001e-20,0,5.10921283876499e-21,0,3.59229072312304e-17,0,0,0,0,0,0,0,0,199.999999999994,1.06866956040563e-18,0,2.64970548008604e-17,0,1.31047220092428e-16,2999.99999999689,1.08113124768239e-17,0,6.10079374782246e-19,0,49.9999999999949,0.99
"R0s825",250,0.999999999999993,6.27600515648836,0.899999999999994,5.64840464083953,0,97.4418644063301,3000,0.593430340259398,0,0.418817931548557,0.03,0.03,0.9,3000,8.61990618647884,4.00171927746735,0,20.9408965774279,0,0,0,16.4374779586261,0,0,0,0,0,0,0,0,42.4381918473817,25.9276141872642,0,101.758915896253,0,79.8752780691014,2808.55074981912,86.3796739601458,0,105.069576220755,0,50.0000000000001,0
"R0s826",250,1.00000000000001,6.06559268752547,0.933509007982304,5.64840464083953,20.7451731471499,103.725865735749,3000,0.606828355489341,12.5887593052266,0.356661915698794,0.03,0.03,0.9,3000,9.43300612491985,4.25978914725869,0,17.8330957849397,0,0.0226940053092418,0,18.4514149375727,0,0,0,0,0,0,0,0,43.4211544757972,25.8048272640976,0,101.277010230061,0,79.4970080300476,2813.77088648697,84.0244090374447,0,102.204704475233,0,50.0000000000001,0.2
"R0s827",250,0.999999999999996,5.85518021856257,0.974107216280592,5.64840464083953,44.2942724475204,110.735681118801,3000,0.62247074487676,27.5718887641822,0.285573901099025,0.03,0.03,0.9,3000,10.408465548202,4.54766657572078,0,14.2786950549513,0,0.0484553417299934,0,20.716717479396,0,0,0,0,0,0,0,0,44.6183274252657,25.6552822267634,0,100.690086158803,0,79.036304189168,2819.81796138447,81.2960392081858,0,98.8859994073486,0,50,0.4
"R0s828",250,0.999999999999998,5.64476774959967,1.02416400639745,5.64840464083953,71.1243263656974,118.540543942829,3000,0.640903457630618,45.583826689424,0.20380113094614,0.03,0.03,0.9,3000,11.5969438619652,4.86819482311413,0,10.190056547307,0,0.0778058504843637,0,23.2669989171297,0,0,0,0,0,0,0,0,46.1039316502452,25.4697077536796,0,99.9617562375601,0,78.4646043585151,2826.8852850568,78.1073450032558,0,95.0073699399098,0,50.0000000000003,0.6
"R0s829",250,1.00000000000002,5.43435528063677,1.08713359942561,5.64840464083953,101.735204140045,127.169005175057,3000,0.662818392602168,67.4319644791584,0.109317817406303,0.03,0.03,0.9,3000,13.0702102480054,5.22254641376004,0,5.46589087031516,0,0.111292359264217,0,26.1300601086556,0,0,0,0,0,0,0,0,47.9878473294576,25.2343781459515,0,99.0381507878745,0,77.7396237367189,2835.21816901996,74.3476447213907,0,90.4341862588175,0,50.0000000000004,0.8
"R0s830",250,1.00000000000006,5.32914904615532,1.12497770185057,5.64840464083953,118.597636859823,131.77515206647,3000,0.67534029341171,80.0937628748485,0.0566386911357066,0.03,0.03,0.9,3000,13.9441894617616,5.41171055714458,0,2.83193455678533,0,0.129738873783762,0,27.6824265505268,0,0,0,0,0,0,0,0,49.1282308932077,25.0919269631957,0,98.4790681888865,0,77.3007739547176,2839.95177015095,72.2118989714646,0,87.8363308771967,0,50.000000000002,0.9
"R0s831",250,0.999999999999937,5.31862842270718,1.12903955918625,5.64840464083953,120.343248073824,132.245327553653,3000,0.676656340215913,81.4310218113297,0.0511567008619815,0.03,0.03,0.9,3000,14.0374910580493,5.43101961205968,0,2.55783504309907,0,0.131648470289774,0,27.8420058165012,0,0,0,0,0,0,0,0,49.2509968816213,25.0765916314618,0,98.4188811342321,0,77.253530352677,2840.44828817594,71.9878758163713,0,87.5638360078581,0,49.999999999999,0.91
